facility_name,address,city,state,zip_code,phone_number,facility_type,type_of_care,regulation_status,capacity,serves_dhs_children,head_start,relief_nursery,qris_stars,location,lon,lat
"Miss Heather's Preschool, Daycare & After School Care",1720 Redwood Ave,Grants Pass,OR,97527,5414790240,Center,Regulated  Center (not HS),Certified,34,Yes,No,No,NA,"1720 Redwood Ave Grants Pass, OR 97527",-123.3626568,42.42288629999999
Southern Oregon Head Start - Eagle Point Center,203 N Royal Ave,Eagle Point,OR,97524,5418269344,Center,Head Start/Early HS,Certified,19,Unknown,Yes,No,5,"203 N Royal Ave Eagle Point, OR 97524",-122.7999525,42.4735389
,1491 S Oakdale Ave,Medford,OR,97501,5412459201,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,2,"1491 S Oakdale Ave Medford, OR 97501",-122.8743045,42.3079337
Sarah Corson Child Care & Learning Center,200 W 8th St,Medford,OR,97501,5417791711,Center,Regulated  Center (not HS),Certified,49,Yes,No,No,2,"200 W 8th St Medford, OR 97501",-122.8746518,42.3244236
Roots and Wings Child Development/dba Roots and Wings Community Preschool,3703 International Way Ste B,Medford,OR,97504,5417793544,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,5,"3703 International Way Ste B Medford, OR 97504",-122.8665317,42.3725112
Hosanna Christian School,5000 Hosanna Way,Klamath Falls,OR,97603,5418827732,Center,Regulated  Center (not HS),Certified,39,Unknown,No,No,NA,"5000 Hosanna Way Klamath Falls, OR 97603",-121.730797,42.17922799999999
Tami's Wee Care,1546 E Evans Crk Rd,Rogue River,OR,97537,5415821899,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"1546 E Evans Crk Rd Rogue River, OR 97537",-123.1678926,42.45242229999999
,1392 Beekman Avenue,Medford,OR,,5415780124,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"1392 Beekman Avenue Medford, OR ",-122.8817982,42.30949
Pequenas Manitas,550 Mae St,Medford,OR,97504,5413266213,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,3,"550 Mae St Medford, OR 97504",-122.8599351,42.3346114
Belmont-Park Child Care,930 Park Ave,Medford,OR,97501,5416216599,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,NA,"930 Park Ave Medford, OR 97501",-122.8762041,42.3140943
Rita Newman Child Care,1011 S Holly St,Medford,OR,97501,5418587583,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"1011 S Holly St Medford, OR 97501",-122.8671699,42.313357
Ashland YMCA - YKids Club at Walker,364 Walker Avenue,Ashland,OR,,5414829622,Center,Exempt Center,Exempt,60,Unknown,No,No,NA,"364 Walker Avenue Ashland, OR ",-122.6870393,42.1887267
Klamath Family Tae Kwon Do,2200 Shasta Way,Klamath Falls,OR,97601,5418834556,Center,Exempt Center,Recorded,70,Unknown,No,No,NA,"2200 Shasta Way Klamath Falls, OR 97601",-121.763373,42.2136
Blossom Hills Early Learning Center,1974 E McAndrews Rd,Medford,OR,97504,5417791989,Center,Regulated  Center (not HS),Certified,112,Unknown,No,No,4,"1974 E McAndrews Rd Medford, OR 97504",-122.8570732,42.3412766
Ms Shelley's Preschool and Early Learning Center,791 NW Windsor Dr,Grants Pass,OR,97526,5414749652,Center,Regulated  Center (not HS),Certified,63,Yes,No,No,NA,"791 NW Windsor Dr Grants Pass, OR 97526",-123.3329283,42.46432739999999
Caminito a la Escuela,2770 Terrmont St,White City,OR,97503,5414149471,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,2,"2770 Terrmont St White City, OR 97503",-122.8377436,42.4260775
Dreamer's Preschool/Childcare,2979 Bailey Ave,Medford,OR,97504,5417720619,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,3,"2979 Bailey Ave Medford, OR 97504",-122.8341872,42.3598307
,3434 Ave C,White City,OR,97503,5416216269,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"3434 Ave C White City, OR 97503",-122.8272955,42.4291288
Early Head Start - West Medford Center,891 Stewart Ave,Medford,OR,97501,5418579255,Center,Head Start/Early HS,Certified,16,Unknown,Yes,No,5,"891 Stewart Ave Medford, OR 97501",-122.8821536,42.3126045
OCDC - Ashland Early Childhood Care and Education Center,265 N Main St Ste 1,Ashland,OR,97520,5414886919,Center,Head Start/Early HS,Certified,162,Unknown,Yes,No,5,"265 N Main St Ste 1 Ashland, OR 97520",-122.7188522,42.2009397
Explorers,705 Helman St,Ashland,OR,97520,5414823639,Center,Regulated  Center (not HS),Certified,28,Unknown,No,No,NA,"705 Helman St Ashland, OR 97520",-122.7128993,42.2089234
Apple Blossom Childcare,3604 Fieldbrook Ave,Medford,OR,97504,5419301003,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"3604 Fieldbrook Ave Medford, OR 97504",-122.812945,42.3239895
Jenn's Childcare,1519 Hamilton LN,Grants Pass,OR,97527,5412913888,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1519 Hamilton LN Grants Pass, OR 97527",-123.3085168,42.4213407
,301 S 2nd St,Talent,OR,97540,5415357459,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"301 S 2nd St Talent, OR 97540",-122.789637,42.2410476
Southern Oregon Head Start Family Resource Center,223 SE M St,Grants Pass,OR,97526,5414713450,Center,Head Start/Early HS,Certified,51,Unknown,Yes,No,5,"223 SE M St Grants Pass, OR 97526",-123.3282017,42.4328425
Southern Oregon Head Start-Central Point Center,440 S 4th St,Central Point,OR,97502,5416644585,Center,Head Start/Early HS,Certified,40,Unknown,Yes,No,5,"440 S 4th St Central Point, OR 97502",-122.912234,42.372694
Silvia Gutierrez Daycare,845 Greenleaf Ln,Central Point,OR,97502,5416229355,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,3,"845 Greenleaf Ln Central Point, OR 97502",-122.9018059,42.3646721
,3164 Forest Hills DR Apt B,Medford,OR,97504,5416228156,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"3164 Forest Hills DR Apt B Medford, OR 97504",-122.8509054,42.3627913
Children's Musem - Klamath Falls,711 E Main Street,Klamath Falls,OR,,5418852995,Center,Exempt Center,Exempt,25,Unknown,No,No,NA,"711 E Main Street Klamath Falls, OR ",-121.7649209,42.22262980000001
River Valley Child Care Center,405 NE 6th St,Grants Pass,OR,97526,5414761758,Center,Regulated  Center (not HS),Certified,60,Yes,No,No,2,"405 NE 6th St Grants Pass, OR 97526",-123.3251243,42.4415299
Kidz Korner Daycare,3888 Avenue G,White City,OR,97503,5418790183,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,2,"3888 Avenue G White City, OR 97503",-122.8208236,42.4365253
Rogue Valley Family YMCA Child Care,522 W 6th St,Medford,OR,97501,5417726295,Center,Regulated  Center (not HS),Certified,39,Yes,No,No,2,"522 W 6th St Medford, OR 97501",-122.8796759,42.3245396
Learning for Little Ones,3386 Ave E,White City,OR,,5416213926,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"3386 Ave E White City, OR ",-122.827045,42.4318336
,1497 Morrow Rd,Medford,OR,97504,5417707034,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1497 Morrow Rd Medford, OR 97504",-122.8658221,42.3470534
,1795 Hart St,Medford,OR,97501,5412008706,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"1795 Hart St Medford, OR 97501",-122.8810674,42.30369779999999
Amanda Archa's Daycare,3371 Snowy Butte Ln,Central Point,OR,97502,5416642320,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"3371 Snowy Butte Ln Central Point, OR 97502",-122.9206222,42.3656784
Maria's Daycare,560 Driftwood Pl,Medford,OR,97501,5417791647,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,2,"560 Driftwood Pl Medford, OR 97501",-122.8736794,42.3100422
,492 Straitway,Central Point,OR,,5418211326,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"492 Straitway Central Point, OR ",-122.927594,42.3719538
Siskiyou Montessori,2201 Siskiyou Blvd,Medford,OR,97504,5419446429,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"2201 Siskiyou Blvd Medford, OR 97504",-122.8436148,42.3212924
Firefly Day Care,1401 Dixie Ln,Medford,OR,97501,5417720657,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,4,"1401 Dixie Ln Medford, OR 97501",-122.8921347,42.3098065
Little Tikes Childcare,1575 Timothy St,Central Point,OR,97502,5412611485,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"1575 Timothy St Central Point, OR 97502",-122.9159036,42.365556
Candy's Child Care,1354 Grand Ave,Medford,OR,97501,5413010673,Certified,Regulated Family Child Care Home,Certified,14,Yes,No,No,3,"1354 Grand Ave Medford, OR 97501",-122.8682215,42.343437
,852 millview,Lakeview,OR,,5414172117,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"852 millview Lakeview, OR ",-120.3496464,42.1970675
Mustard Seed School,515 Broadway St,Rogue River,OR,97537,5415821153,Center,Regulated  Center (not HS),Certified,49,Unknown,No,No,NA,"515 Broadway St Rogue River, OR 97537",-123.1682321,42.4388658
Children's World Montessori Preschool and Kindergarten,320 Beach St,Ashland,OR,97520,5414821314,Center,Regulated  Center (not HS),Certified,19,Unknown,No,No,2,"320 Beach St Ashland, OR 97520",-122.7014553,42.1891363
Southern Oregon Head Start - Alan S Berlin Campus B,2602 Merriman Rd,Medford,OR,97501,5417727707,Center,Head Start/Early HS,Certified,56,Unknown,Yes,No,5,"2602 Merriman Rd Medford, OR 97501",-122.8862572,42.3553718
A Place for Children LLC,1701 Nebraska Ave,Grants Pass,OR,97527,5414762224,Center,Regulated  Center (not HS),Certified,110,Yes,No,No,NA,"1701 Nebraska Ave Grants Pass, OR 97527",-123.3460242,42.4208233
Pelican Babies Child Care Center,1336 Avalon St,Klamath Falls,OR,97603,5418854274,Center,Regulated  Center (not HS),Certified,12,Unknown,No,No,2,"1336 Avalon St Klamath Falls, OR 97603",-121.753623,42.216807
St Anne Catholic School,1131 NE 10th St,Grants Pass,OR,97526-1436,5414791582,Center,Regulated  Center (not HS),Certified,10,Yes,No,No,NA,"1131 NE 10th St Grants Pass, OR 97526-1436",-123.3124127,42.44947579999999
Wubby's Childcare,1410 Florence Ln,Grants Pass,OR,97527,5414799608,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,2,"1410 Florence Ln Grants Pass, OR 97527",-123.3219168,42.4248231
,2890 Howard Ave,Medford,OR,97501,5412450956,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,2,"2890 Howard Ave Medford, OR 97501",-122.8929099,42.3601633
Matthews Munchkins,1980 W Jones Crk Rd,Grants Pass,OR,97526,5414798789,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1980 W Jones Crk Rd Grants Pass, OR 97526",-123.2940187,42.4629438
Rogue Valley YMCA Jacksonville Elementary,655 Hueners Lane,Jacksonville,OR,,5417726295,Center,Exempt Center,Exempt,60,Unknown,No,No,NA,"655 Hueners Lane Jacksonville, OR ",-122.95804,42.317728
Next Generation Day Care,300 Bain St,Talent,OR,97540,5419735330,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"300 Bain St Talent, OR 97540",-122.7909602,42.2416129
Little Angels Daycare,2003 Martin Drive,Medford,OR,,5417796137,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"2003 Martin Drive Medford, OR ",-122.8895316,42.301889
,5207 Villa Dr,Klamath Falls,OR,97603,5415915498,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"5207 Villa Dr Klamath Falls, OR 97603",-121.7248895,42.1879753
Tina's Preschool and Daycare,854 NE 10th St,Grants Pass,OR,97526,5412265007,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3,"854 NE 10th St Grants Pass, OR 97526",-123.3128859,42.4454787
YMCA Rogue Valley Family - Summer Program,815 S Oakdale Avenue,Medford,OR,,5417726295,Center,Exempt Center,Exempt,150,Unknown,No,No,NA,"815 S Oakdale Avenue Medford, OR ",-122.8725854,42.3162701
,1409 Larkspur Avenue,Medford,OR,,5417678596,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"1409 Larkspur Avenue Medford, OR ",-122.8549855,42.3429977
New Heights Christian School & Early Learning,305 Oak St,Central Point,OR,97502,5416645016,Center,Regulated  Center (not HS),Certified,90,Yes,No,No,NA,"305 Oak St Central Point, OR 97502",-122.9144351,42.3743934
"OCDC - Klamath County, Malin",2199 Third St,Malin,OR,97632,5417233067,Center,Regulated  Center (not HS),Certified,96,Unknown,No,No,5,"2199 Third St Malin, OR 97632",-121.4111237,42.0110326
Pine Tree Preschool & Daycare,1984 Brookhurst St,Medford,OR,97504,5416014941,Certified,Regulated Family Child Care Home,Certified,10,Unknown,No,No,NA,"1984 Brookhurst St Medford, OR 97504",-122.8574693,42.3472005
Southern Oregon Head Start- Merlin Center,222 Grange Rd,Grants Pass,OR,97526,5414740940,Center,Head Start/Early HS,Certified,20,Unknown,Yes,No,5,"222 Grange Rd Grants Pass, OR 97526",-123.3915653,42.5458759
Imagine That...Creative Children's Center,1209 NE Meier Dr,Grants Pass,OR,97526,5414729688,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,5,"1209 NE Meier Dr Grants Pass, OR 97526",-123.3089273,42.44086069999999
Deb's Daycare,1758 Sheldon Ave,Medford,OR,97501,5416018316,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1758 Sheldon Ave Medford, OR 97501",-122.876267,42.303427
Carita De Angel,2717 Brae Dr,Medford,OR,97501,5417767953,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2,"2717 Brae Dr Medford, OR 97501",-122.8822101,42.3551276
Great Expectations Preschool LLC,4431 S 6th St,Klamath Falls,OR,97603,5413317063,Center,Exempt Center,Recorded,12,Unknown,No,No,NA,"4431 S 6th St Klamath Falls, OR 97603",-121.734526,42.2070096
On Campus Kids - Riverside,1200 SE Harvey Dr,Grants Pass,OR,97526,5417616949,Center,Regulated  Center (not HS),Certified,30,Yes,No,No,NA,"1200 SE Harvey Dr Grants Pass, OR 97526",-123.2994742,42.4276162
SOU - Schneider Children's Center,1361 Quincy St,Ashland,OR,97520,5415528224,Center,Regulated  Center (not HS),Certified,48,Yes,No,No,3,"1361 Quincy St Ashland, OR 97520",-122.6936234,42.1926636
Lil Hands Daycare,3320 Bristol Ave,Klamath Falls,OR,97603,5418912427,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,5,"3320 Bristol Ave Klamath Falls, OR 97603",-121.7482457,42.1884089
,4751 Bellm Dr Spc 410,Klamath Falls,OR,97603,5412054933,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"4751 Bellm Dr Spc 410 Klamath Falls, OR 97603",-121.7043479,42.1824343
,2719 Montelius St,Klamath Falls,OR,97601,5412730981,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,NA,"2719 Montelius St Klamath Falls, OR 97601",-121.7960348,42.2454759
Kids Unlimited of Oregon - Mountain View Elementary,2830 Maple Ct.,White City,OR,97503,5418301360,Center,Exempt Center,Recorded,100,Unknown,No,No,NA,"2830 Maple Ct. White City, OR 97503",-122.8397162,42.4309439
Living Stones Preschool/Daycare LLC 2nd Location,1847 W Stewart Ave,Medford,OR,97501,5415318444,Center,Regulated  Center (not HS),Certified,38,Yes,No,No,3,"1847 W Stewart Ave Medford, OR 97501",-122.8948203,42.311899
Southern Oregon Head Start - Wilson Center,1400 Johnson St,Medford,OR,97504,5418423570,Center,Head Start/Early HS,Certified,19,Unknown,Yes,No,5,"1400 Johnson St Medford, OR 97504",-122.8666233,42.3453829
Critter Campus Preschool & Child Care,725 SW 5th St,Grants Pass,OR,97526,5419553391,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,2,"725 SW 5th St Grants Pass, OR 97526",-123.3302748,42.4356
Sunbeams Day Care,1578 Dixie LN,Medford,OR,97501,5412273270,Family,Regulated Family Child Care Home,Register,9,Unknown,No,No,NA,"1578 Dixie LN Medford, OR 97501",-122.8927163,42.3067769
Mama Bear's in Home Day Care,1125 Alandale Street,Klamath Falls,OR,,5412814353,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"1125 Alandale Street Klamath Falls, OR ",-121.7560106,42.2190109
No Place Like Home,625 Melrose Ln,Shady Cove,OR,97539,5418901494,Family,Regulated Family Child Care Home,Register,7,Yes,No,No,NA,"625 Melrose Ln Shady Cove, OR 97539",-122.8074392,42.6168334
It's Learning Time LLC,2441 Crater Lake Ave,Medford,OR,97504,5413265272,Certified,Regulated Family Child Care Home,Certified,14,Yes,No,No,NA,"2441 Crater Lake Ave Medford, OR 97504",-122.8561247,42.3529786
,241 Marion Ln,Grants Pass,OR,97527,5414793822,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"241 Marion Ln Grants Pass, OR 97527",-123.3358566,42.4253253
Klamath Family Head Start- Lakeview Site,1021 S L St,Lakeview,OR,97630,5419475335,Center,Head Start/Early HS,Certified,20,Unknown,Yes,No,5,"1021 S L St Lakeview, OR 97630",-120.3530717,42.18582670000001
Tiny Tots,350 Argyle Ct,Medford,OR,97501,5419511179,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"350 Argyle Ct Medford, OR 97501",-122.886705,42.2855796
Michelle Wynne's Childcare,1406 Euclid Ave,Medford,OR,97504,5413016237,Certified,Regulated Family Child Care Home,Certified,15,Yes,No,No,NA,"1406 Euclid Ave Medford, OR 97504",-122.8562541,42.3285338
Pomegranate Preschool for the Arts,1800 E Main St,Ashland,OR,97520,5414882909,Center,Exempt Center,Recorded,16,Unknown,No,No,NA,"1800 E Main St Ashland, OR 97520",-122.6835355,42.1942894
Little Scholars Preschool & Enrichment Center,811 NE 10th St,Grants Pass,OR,97526,5414767250,Center,Regulated  Center (not HS),Certified,37,Unknown,No,No,NA,"811 NE 10th St Grants Pass, OR 97526",-123.31219,42.44394
Little Trackers,301 S Ivy St,Medford,OR,97501,5419732235,Center,Regulated  Center (not HS),Certified,47,Yes,No,No,3,"301 S Ivy St Medford, OR 97501",-122.8741911,42.3216867
Love Laugh & Learn,1138 SW Central Avenue,Grants Pass,OR,,5414412550,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"1138 SW Central Avenue Grants Pass, OR ",-123.3413937,42.432649
Southern Oregon Head Start- Orchard Hill Center,1011 La Loma Dr,Medford,OR,97504,5418976554,Center,Head Start/Early HS,Certified,18,Unknown,Yes,No,5,"1011 La Loma Dr Medford, OR 97504",-122.8301028,42.3082777
The Learning Loft @ Kid Time!,106 N Central Ave,Medford,OR,97501-5926,5414940323,Center,Regulated  Center (not HS),Certified,68,Yes,No,No,5,"106 N Central Ave Medford, OR 97501-5926",-122.8730245,42.3277485
Family Nurturing Center/Josephine County Children's Relief Nursery,411 NW E St,Grants Pass,OR,97526,5412958128,Center,Regulated  Center (not HS),Certified,18,Unknown,No,Yes,2,"411 NW E St Grants Pass, OR 97526",-123.330374,42.4419421
"OCDC - Klamath County, Chiloquin",548 S 2nd Ave,Chiloquin,OR,97624,5418848812,Center,Head Start/Early HS,Certified,20,Unknown,Yes,No,5,"548 S 2nd Ave Chiloquin, OR 97624",-121.8648577,42.5703608
Southern Oregon Head Start- Sams Valley Center,14235 Table Rock RD,Central Point,OR,97502,5414946873,Center,Head Start/Early HS,Certified,19,Yes,Yes,No,5,"14235 Table Rock RD Central Point, OR 97502",-122.9362824,42.4937116
,138 Alder Street,Central Point,OR,,5413000187,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"138 Alder Street Central Point, OR ",-122.9147174,42.3726401
,1503 Clearsprings Dr,Medford,OR,97501,9072520721,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"1503 Clearsprings Dr Medford, OR 97501",-122.8932175,42.3072641
On Campus Kids at Highland,1845 NW Highland Ave,Grants Pass,OR,97526,5417616949,Center,Regulated  Center (not HS),Certified,45,Yes,No,No,NA,"1845 NW Highland Ave Grants Pass, OR 97526",-123.3317247,42.4605334
,123 Allman Way,Grants Pass,OR,97526,5412951386,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"123 Allman Way Grants Pass, OR 97526",-123.3880294,42.4999173
