Facility Name,Address,City,State,Zip Code,Phone Number,Facility Type,Type of Care,Regulation Status,Capacity,Serves DHS Children,Head Start,Relief Nursery,QRIS Stars
,1210 Osage St,Sweet Home,OR,97386,5419058872,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
KIDCO Head Start - Adams Center,1615 SW 35th ST,Corvallis,OR,97333,5417574373,Center,Head Start/Early HS,Certified,17,Unknown,Yes,No,.
Azalea Child Care Center at OSU,1050 Madison Ave,Corvallis,OR,97333-4667,,Center,Regulated  Center (not HS),Certified,46,Unknown,No,No,.
,31658 Barlow Rd,Philomath,OR,,5412313818,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Creative Minds Child Care,950 Tasha Way,Lebanon,OR,97355,5412271400,Family,Regulated Family Child Care Home,Register,5,Unknown,No,No,.
Penny's Precious Preschool,839 SE 4th Ave,Albany,OR,97321,5416534386,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2
Alpine Coop Preschool,25184 Webster Ave,Monroe,OR,97456-9782,5415175943,Center,Exempt Center,Recorded,12,Unknown,No,No,.
,300 NE Pinot Gris Dr,Corvallis,OR,97330-9810,5417588420,Family,Regulated Family Child Care Home,Register,7,Unknown,No,No,.
Little Guppies Daycare,345 Churchill Downs St SE,Albany,OR,97322,5414974099,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,.
Kidco Head Start - Adams Center,1615 SW 35th St,Corvallis,OR,97333-1128,5417574373,Center,Head Start/Early HS,Recorded,20,Unknown,Yes,No,.
Avery House Nature Center,1200 Avery Park RD,Corvallis,OR,97330,5417586198,Center,Exempt Center,Recorded,30,Unknown,No,No,.
Mid-Willamette Family YMCA,3201 Pacific Blvd SW,Albany,OR,97321,5419264488,Center,Exempt Center,Recorded,60,Unknown,No,No,.
,150 E Anchor Ave,Eugene,OR,97404,5416898936,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
Kindercare - Coburg Rd 1036,2506 Oakmont Way,Eugene,OR,97401,5416872484,Center,Regulated  Center (not HS),Certified,117,Yes,No,No,2
,2179 Elm Ave,Reedsport,OR,97467,5412713459,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
,221 Arrow Way,Myrtle Creek,OR,97457,5415301430,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,2
,981 Alameda Avenue,Roseburg,OR,,5415305147,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Friends Forever/Amigos Para Siempre,2623 Centennial Blvd,Springfield,OR,97477,5418708688,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,3
Oakland Playschool,537 NE Locust St,Oakland,OR,,5414594670,Center,Exempt Center,Exempt,38,Unknown,No,No,.
,1630 S 4th St,Cottage Grove,OR,97424,5419135947,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,.
UCAN Head Start Winston-Green Site,140 Brittney Ave,Roseburg,OR,97471-8105,5416736306,Center,Head Start/Early HS,Certified,20,Unknown,Yes,No,5
Carousel Daycare,5864 F St,Springfield,OR,97478,5417410815,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
,105 Clellon Ct,Roseburg,OR,97471,5416796432,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
Little Stars Family Childcare Inc,2440 Jefferson St,Eugene,OR,97405,5414614719,Certified,Regulated Family Child Care Home,Certified,11,Unknown,No,No,4
,2551 37th St,Springfield,OR,97477,5417468842,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Shelby Shaw's Daycare,739 W Wharton St,Roseburg,OR,97471,5416779157,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,5
Great Beginnings,5 Saint Johns Way,Reedsport,OR,97467,5412719117,Center,Regulated  Center (not HS),Certified,12,Unknown,No,No,.
,1475 Bailey Hill Rd Apt 137,Eugene,OR,97402,5416834418,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Unity School Inc,580 N Garden Way,Eugene,OR,97401,5414840107,Center,Regulated  Center (not HS),Certified,70,Yes,No,No,5
Friendship House Preschool,405 Kourt Dr,Eugene,OR,97404,5414614257,Certified,Regulated Family Child Care Home,Certified,8,Unknown,No,No,3
Sandcastle Daycare,555 N Danebo Ave Spc 124,Eugene,OR,97402-2219,5418703823,Certified,Regulated Family Child Care Home,Certified,6,Yes,No,No,2
The After School Club LLC - Awbrey Park,158 Spring Creek Dr,Eugene,OR,97404,5415542890,Center,Regulated  Center (not HS),Certified,60,Yes,No,No,.
College Hill Blessings,10 W 23rd Ave,Eugene,OR,97405,5413370501,Certified,Regulated Family Child Care Home,Certified,14,Yes,No,No,.
,220 W M St,Springfield,OR,97477,5417268898,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2
Christi's Child DayCare,651 Jade St,Sutherlin,OR,97479,5414592880,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
YMCA of Douglas County Child Care,1151 NW Stewart Pkwy,Roseburg,OR,97471,5414409622,Center,Regulated  Center (not HS),Certified,48,Yes,No,No,.
New Dream Childcare Center,1295 W 18th Ave,Eugene,OR,97402,5413441905,Center,Regulated  Center (not HS),Certified,111,Yes,No,No,2
Boys & Girls Clubs of Emerald Valley - Westmoreland Branch,1545 W 22nd Ave,Eugene,OR,97405,5413459939,Center,Exempt Center,Recorded,230,Unknown,No,No,.
Cindy Lou-Hoo's Daycare,1023 Dixie Dr,Springfield,OR,97478,5417478883,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
,2855 Villa Way,Springfield,OR,97477,5417365662,Family,Regulated Family Child Care Home,Register,5,Unknown,No,No,.
Sweetcheeks Childcare,25133 E Broadway Ave,Veneta,OR,97487,5416367494,Center,Regulated  Center (not HS),Certified,36,Yes,No,No,2
,138 River Loop 2,Eugene,OR,97404,5419136996,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Havin' Fun Daycare,763 Maxwell Rd,Eugene,OR,97404,5416883766,Certified,Regulated Family Child Care Home,Certified,8,Yes,No,No,.
Hanna's Helping Hands Daycare,5375 Olympic CIR,Eugene,OR,97402,5416079188,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3
Angel's Daycare,873 Cornwall Ave,Eugene,OR,97404,5417293968,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,.
Aunties Hometown Childcare and Learning Center,70 NW Main ST,Winston,OR,97496,5416795003,Center,Exempt Center,Recorded,7,Unknown,No,No,.
,2099 Linnell Ave,Roseburg,OR,97471,5416797112,Family,Regulated Family Child Care Home,Register,7,Yes,No,No,.
3 Angeles,1725 5th St Apt 40,Springfield,OR,97477,5419882093,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3
Little Wellspring Christian Preschool and Child Care Center,2245 NW Kline St,Roseburg,OR,97471,5416726868,Center,Regulated  Center (not HS),Certified,135,Unknown,No,No,.
New Discoveries Christian Child Care and Development,2080 19th St,Springfield,OR,97477,5419524769,Center,Regulated  Center (not HS),Certified,41,Yes,No,No,.
Hearts Content Childcare,3891 E Amazon Dr,Eugene,OR,97405,5415209370,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,3
Ford Childhood Enrichment Center,1140 Umpqua College Rd,Roseburg,OR,97470,5414404650,Center,Regulated  Center (not HS),Certified,36,Yes,No,No,.
Jan-Hil Christian Preschool,2160 Elm St,Reedsport,OR,,5412712633,Center,Exempt Center,Exempt,40,Unknown,No,No,.
,187 Camas Ct,Sutherlin,OR,97479,5414594657,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Pearl Buck Center Incorporated,3690 W 1st Ave,Eugene,OR,97402,5414844666,Center,Regulated  Center (not HS),Certified,50,Unknown,No,No,.
Stella's Day Care,3305 Ferry St,Eugene,OR,97405,5413434771,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,.
Little Lamb Daycare,1699 N Terry St Spc 389,Eugene,OR,97402,5415548631,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,5
Eugene Family YMCA - McCornack,1968 Brittany St,Eugene,OR,97405,5415206409,Center,Regulated  Center (not HS),Certified,50,Yes,No,No,2
Willamalane Kids Club Riverbend,320 51st Street,Springfield,OR,,5417364544,Center,Exempt Center,Exempt,55,Unknown,No,No,.
Meadow View Creative Care,1855 Legacy St,Eugene,OR,97402,5412218024,Center,Regulated  Center (not HS),Certified,40,Yes,No,No,3
Jelly Bean Jungle Daycare,2590 Sharon Way,Eugene,OR,97401,5417351025,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Children's Program at Willamette Family Treatment Center,687 Cheshire Ave,Eugene,OR,97402,5413432993,Center,Regulated  Center (not HS),Certified,54,Unknown,No,No,5
"Kelly's Kid Care, LLC",2808 W Lorraine Ave,Roseburg,OR,97471,5414409365,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,5
Head Start of Lane County - Main St,1250 Main St,Springfield,OR,97477,5417621088,Center,Head Start/Early HS,Certified,20,Unknown,Yes,No,5
Fun 4 Kids Day Care,3925 Century Dr,Eugene,OR,97402,5416366526,Certified,Regulated Family Child Care Home,Certified,13,Yes,No,No,2
Head Start of Lane County - Village,320 W Fairview Dr,Springfield,OR,97477,5419889329,Center,Head Start/Early HS,Certified,36,Yes,Yes,No,5
Head Start of Lane County- Howard,790 Howard Ave,Eugene,OR,97404,5413446991,Center,Head Start/Early HS,Certified,36,Unknown,Yes,No,5
Far Horizons Montessori School,2490 Hilyard St,Eugene,OR,97405-3678,5414850521,Center,Regulated  Center (not HS),Certified,70,Unknown,No,No,.
The Little French School,1717 City View St Ste 5,Eugene,OR,97402,5413453818,Center,Regulated  Center (not HS),Certified,36,Unknown,No,No,2
UCAN Head Start - Green,4498 SW Carnes Rd,Roseburg,OR,97471,5413913776,Center,Head Start/Early HS,Certified,20,Unknown,Yes,No,.
Eugene Family YMCA - Family School,1155 Crest Dr,Eugene,OR,97405,5415206208,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,2
Umpqua Valley Christian Preschool,18585 Dixonville Rd,Roseburg,OR,97470,5416796248,Center,Regulated  Center (not HS),Certified,10,Unknown,No,No,.
Penelope's Place,3850 Kincaid St,Eugene,OR,97405,5414847213,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,.
St Paul Lutheran School,750 W Keady Ct,Roseburg,OR,97471-2749,5416737212,Center,Regulated  Center (not HS),Certified,90,Unknown,No,No,4
,960 Williams St,Eugene,OR,97402,5414639662,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Oak Street Child Development Center,540 Oak St,Eugene,OR,97401,5413440241,Center,Regulated  Center (not HS),Certified,50,Yes,No,No,2
Head Start of Lane County - LCC,4000 E 30th Ave,Eugene,OR,97405,5414633192,Center,Head Start/Early HS,Certified,20,Unknown,Yes,No,5
,1874 SE Byrd Ct,Roseburg,OR,97470,5416808447,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Foundations Montessori Preschool,1852 Taylor St,Eugene,OR,97405,5413433425,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,4
River Road Park and Recreation District,1400 Lake Drive,Eugene,OR,,5416884052,Center,Exempt Center,Exempt,108,Unknown,No,No,.
,3591 Elgarose Rd,Roseburg,OR,97471,5412290300,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Handel With Care Family Daycare,517 W Berdine St,Roseburg,OR,97471-2369,5412950342,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3
,1055 Lookingglass Rd,Roseburg,OR,97471,5416728337,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
UCAN Head Start Roseburg Site,948 SE Roberts Ave,Roseburg,OR,97470,5416736306,Center,Head Start/Early HS,Certified,80,Unknown,Yes,No,5
,1128 S 39th St,Springfield,OR,97478,5417472611,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Kaleidoscope Family Child Care,3461 Westward Ho Ave,Eugene,OR,97401,5413376842,Certified,Regulated Family Child Care Home,Certified,5,Yes,No,No,.
Debbey's House,2660 Cheryl St,Eugene,OR,97408,5413449246,Certified,Regulated Family Child Care Home,Certified,13,Unknown,No,No,.
Early Education Program - Ridgeview Elementary,526 66th Street,Springfield,OR,,5414850368,Center,Exempt Center,Exempt,15,Unknown,No,No,.
,1238 Mulinex Ave,Eugene,OR,97402,5416887662,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,3
Bellabee's Daycare,1191 S Calapooia St,Sutherlin,OR,97479,5414307467,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Nanny's Daycare,13422 Old Hwy 99 S,Myrtle Creek,OR,97457,5418637640,Family,Regulated Family Child Care Home,Register,8,Yes,No,No,2
Hazelwood Kindergarten,833 W 27th Ave,Eugene,OR,97405,5413432770,Certified,Regulated Family Child Care Home,Certified,6,Unknown,No,No,.
Mother's Helper Childcare,30685 Cottage Grove Lorane Rd,Cottage Grove,OR,97424,5419426155,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,.
Great Afternoons,2605 Longwood Dr,Reedsport,OR,97467,5412715283,Center,Regulated  Center (not HS),Certified,39,Yes,No,No,.
Just Jo's Childcare,5461 Cardiff St,Eugene,OR,97402,5416883672,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
,469 Oak St,Yoncalla,OR,97499,5415307089,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Willamalane Kids Club Page,1300 Hayden Bridge Road,Springfield,OR,,5417364544,Center,Exempt Center,Exempt,55,Unknown,No,No,.
Dragonfly Childcare and Preschool,983 Marquet Way,Eugene,OR,97401,5413452191,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,4
,443 N 65th St,Springfield,OR,97478,5419120207,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Seedlings Preschool,2251 Monroe St,Eugene,OR,97405,5413439680,Certified,Regulated Family Child Care Home,Certified,9,Unknown,No,No,4
Willamette Infant Toddler Center/Little Wolverine Preschool,1801 Echo Hollow Rd,Eugene,OR,97402,5414616401,Center,Regulated  Center (not HS),Certified,24,Yes,No,No,4
Fairfield Creative Care,3455 Royal Ave,Eugene,OR,97402,5415151637,Center,Regulated  Center (not HS),Certified,25,Yes,No,No,3
Family Development Center,300 Jerrys Dr,Roseburg,OR,97470,5416734354,Center,Regulated  Center (not HS),Certified,85,Unknown,No,Yes,5
Family First Child Care,33113 Lloyd Ave,Cottage Grove,OR,97424,5419682992,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Creative Kids,1890 Grant St,Eugene,OR,97405,5414858240,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
Michelle's Daycare,286 Pleasant Avenue,Roseburg,OR,,5416808070,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
,2794 NE Douglas Avenue,Roseburg,OR,,5413782558,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Eugene Family YMCA - Charlemagne,3875 Kincaid St,Eugene,OR,97405,5416869622,Center,Regulated  Center (not HS),Certified,50,Yes,No,No,2
Fun Zone Daycare,2004 7th St,Springfield,OR,97477,5417466460,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,.
Children's Choice Montessori-5th St,1942 5th St,Springfield,OR,97477,5417269985,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,2
Boys & Girls Club of the Umpqua Valley,1144 NE Cedar St,Roseburg,OR,97470,5414409505,Center,Exempt Center,Recorded,900,Unknown,No,No,.
Kids Akademy Christian Preschool & Kindergarten Inc,88401 Huston Rd,Veneta,OR,97487,5419354388,Center,Regulated  Center (not HS),Certified,10,Unknown,No,No,2
RHS Child Development Center,400 W Harvard Ave,Roseburg,OR,97470,5414404153,Center,Regulated  Center (not HS),Certified,28,Yes,No,No,4
Baby Steps,2190 Westwood Ln,Eugene,OR,97401,5413431023,Center,Regulated  Center (not HS),Certified,41,Yes,No,No,.
Creswell Christian Child Care Center,380 Kings Row,Creswell,OR,97426,5418954652,Center,Regulated  Center (not HS),Certified,65,Yes,No,No,.
Noah's ARC,1635 Myeena Loop,Florence,OR,97439,5419971140,Family,Regulated Family Child Care Home,Register,2,Unknown,No,No,.
Kids R Us Daycare,3537 Hawthorne Ave,Eugene,OR,97402,5415568487,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,.
Almost Mom Child Care,1186 N St,Springfield,OR,97477,5412220338,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,2
Melton Child Care,822 F St,Springfield,OR,97477,5412559903,Certified,Regulated Family Child Care Home,Certified,5,Yes,No,No,.
O'Hara Catholic School Pre-Kindergarten,715 W 18th Ave,Eugene,OR,97402,5414855291,Center,Regulated  Center (not HS),Certified,60,Unknown,No,No,.
,4577 Holly St,Springfield,OR,97478,5415057366,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
Newberry Child Care,999 Willamette St,Eugene,OR,97401,5414844011,Center,Regulated  Center (not HS),Certified,30,Yes,No,No,5
Susan's At Home Childcare,3870 Kincaid St,Eugene,OR,97405,5416873556,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,4
Seven Stars Child Care,1193 Van Buren St,Eugene,OR,97402,5414850567,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
,4851 Teralee Lane,Eugene,OR,,5415203622,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
The Adventure Club Inc,4646 Barger Dr,Eugene,OR,97402,5416890512,Center,Regulated  Center (not HS),Certified,60,Yes,No,No,.
,1213 Sunnyside Dr,Eugene,OR,97404,5416883567,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
,221 SE Wildwood Way,Myrtle Creek,OR,97457,5416434035,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Cindy's Pinwheel Playhouse Childcare,261 S 49th Pl,Springfield,OR,97478,5417476431,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Willamalane Kids Club Maple,2109 J Street,Springfield,OR,,5417364544,Center,Exempt Center,Exempt,55,Unknown,No,No,.
,270 Coos Bay Wagon Road,Roseburg,OR,,5414305075,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Shokoofi Daycare,4028 Cherokee Dr,Springfield,OR,97478,5415152173,Certified,Regulated Family Child Care Home,Certified,7,Yes,No,No,3
Vicki Severson's Preschool & Daycare,1819 NW Lynwood St,Roseburg,OR,97471,5416723143,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Linda Love Alot Day Care,141 Crabapple Ave,Myrtle Creek,OR,97457,5418634803,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
Sweet Peas Child Care,2125 Coburg Rd,Eugene,OR,97401,5412468299,Center,Regulated  Center (not HS),Certified,38,Yes,No,No,.
Julie's Daycare,1648 Best Ln,Eugene,OR,97401,5413439742,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
,2205 Debra Dr,Springfield,OR,97477,5417265655,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
Springfield Christian Kindergarten and Preschool,2080 19th St,Springfield,OR,97477,5417468246,Center,Exempt Center,Recorded,160,Unknown,No,No,.
Busy Bees Preschool,255 Maxwell Rd,Eugene,OR,97404,5416890622,Center,Exempt Center,Recorded,35,Unknown,No,No,.
Corazon de Jesus,2666 Manor Dr,Springfield,OR,97477,5416832776,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,3
St Thomas Preschool,1465 Coburg Rd,Eugene,OR,97401,5414840682,Center,Regulated  Center (not HS),Certified,50,Unknown,No,No,.
La Esperanza Day Care,355 S 34th St,Springfield,OR,97478,5417460120,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3
Great Days Early Education Center,403 N River Rd,Cottage Grove,OR,97424,5419427460,Center,Regulated  Center (not HS),Certified,50,Yes,No,No,.
Kimmie's Kiddie Kare,139 Mobridge Ave,Roseburg,OR,97470,5418179293,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,5
